Movie Name,Storyline,clean_story
Obscura,A CIA special operations team out on demolition maneuvers collide with a bad ass biker club and must join alliances to try and survive against a creature of unknown origins.,cia special operation team demolition maneuver collide bad as biker club must join alliance try survive creature unknown origin
Ellbogen,"Hazal is a 17-year-old Berliner wishing for an opportunity to escape routine. For her 18th birthday celebration with friends, she seeks fun away from daily grind. A tragic event changes everything and Hazal must run.",hazal yearold berliner wishing opportunity escape routine th birthday celebration friend seek fun away daily grind tragic event change everything hazal must run
Nico,A veteran detective risks his life and career to investigate the brutal murder of a teenage boy from his past. The investigation leads the detective down a winding path of twists and turns only for him to discover a disturbing truth.,veteran detective risk life career investigate brutal murder teenage boy past investigation lead detective winding path twist turn discover disturbing truth
Fyre Rises,"Debt-ridden pacifist Richard Fyre is propositioned to return to his abandoned mercenary ways by flamboyant zealot, Priest, to eliminate his international competition in exchange for a clean slate.",debtridden pacifist richard fyre propositioned return abandoned mercenary way flamboyant zealot priest eliminate international competition exchange clean slate
Monkey King Fight Lion Camel,"The four disciples of Sun Wukong arrive at the Lion Camel Ridge and encounter the Lion Monster, Elephant Monster, and Dapeng Monster. Tang Monk falls into the trap of the demon in order to influence it, but ends up with a flaw.",four disciple sun wukong arrive lion camel ridge encounter lion monster elephant monster dapeng monster tang monk fall trap demon order influence end flaw
Striking the Palace,"Eva, a new chambermaid, joins a tight-knit team facing demanding work. They support each other through hardships. A social movement impacts their workplace, forcing each woman to make personal choices.",eva new chambermaid join tightknit team facing demanding work support hardship social movement impact workplace forcing woman make personal choice
Once Upon a Time in Kochi,Focuses on people who come out at night and get involved in wrongdoing.,focus people come night get involved wrongdoing
Hotii de Subiecte,"Four teens sell SAT subjects online to fund their dreams: college, studio, dad's approval and adventure. Their scheme runs smoothly until reality and consequences catch up with them.",four teen sell sat subject online fund dream college studio dad approval adventure scheme run smoothly reality consequence catch
Lazarus Path,Street artist Lazar is trying to escape the mysterious island where he's been imprisoned by an unusual bureaucracy that won't let him return home.,street artist lazar trying escape mysterious island he imprisoned unusual bureaucracy wont let return home
Maru,"Sawada graduated from an art college, but he has not been able to establish himself as an artist. He now works as an assistant to a popular contemporary artist. Along the way, Sawada has lost the will to become an artist on his own and he has become used to taking orders from the contemporary artist. One day, Sawada gets into an accident and he loses his job due to the injury he got from the accident. Since then he becomes obsessed with the O shape.",sawada graduated art college able establish artist work assistant popular contemporary artist along way sawada lost become artist become used taking order contemporary artist one day sawada get accident loses job due injury got accident since becomes obsessed shape
Snow Angel of Revenge,A group of young people's trip to a remote villa takes a nasty turn after they encounter a obscure ancient cult.,group young people trip remote villa take nasty turn encounter obscure ancient cult
Curtains for Christmas,"Holly absolutely loves Christmas movies. After meeting a man with a similar love for Christmas, Holly decides that HER life deserves to be as perfect as the films she loves. By any means necessary.",holly absolutely love christmas movie meeting man similar love christmas holly decides life deserves perfect film love mean necessary
Family Padam,"Being a middle class family that can afford movie tickets, they dream of producing a whole new movie to fulfill their younger son's wish to rediscover himself which brings grave challenges.",middle class family afford movie ticket dream producing whole new movie fulfill younger son wish rediscover brings grave challenge
Klitschko: More Than a Fight,"Vitali Klitschko from boxing champion to Kyiv mayor leads city's defence against Russian invasion in 2022, showcasing his transformation and efforts alongside brother Wladimir to support Ukraine during wartime crisis.",vitali klitschko boxing champion kyiv mayor lead city defence russian invasion showcasing transformation effort alongside brother wladimir support ukraine wartime crisis
Are We Done Now?,"A therapist and her diverse young clients participate in a (fictionalized) documentary exploring the impact of global crises on mental health. Through this experience, they, along with the filmmaker, gain unexpected self-insight, leading to a profound understanding of their identities and roles in our transformed world.",therapist diverse young client participate fictionalized documentary exploring impact global crisis mental health experience along filmmaker gain unexpected selfinsight leading profound understanding identity role transformed world
The Sound of Hope,"A diplomat, a teacher, and a musician declare war on poverty, ignorance, and crime, using an unorthodox weapon: classical music education.",diplomat teacher musician declare war poverty ignorance crime using unorthodox weapon classical music education
Summer Time,"Atta is taken to a mirror reading ceremony to identify the thief of his aunt's gold in the mirror. Unaware of the consequences of his words in that situation, Atta recounts everything he has heard from his aunt.",atta taken mirror reading ceremony identify thief aunt gold mirror unaware consequence word situation atta recount everything heard aunt
Appu,"Elephant calf Appu undertakes perilous journey across ocean and treacherous forest to save father from poachers' grip, aided by loyal dog Tiger and runaway child Neena, uncovering his extraordinary abilities.",elephant calf appu undertakes perilous journey across ocean treacherous forest save father poacher grip aided loyal dog tiger runaway child neena uncovering extraordinary ability
Criature,13 year old Federico and Susy are the sons of the most powerful rival bosses in the Naples. Suddenly life turns into a desperate race that leads them out of all control forever. But also a place where the power of choice is in your hands.,year old federico susy son powerful rival boss naples suddenly life turn desperate race lead control forever also place power choice hand
The Abiding Nail,"Ness soared to stardom in the glitzy world of Hollywood, adopting the persona of Kara Linney. Her life seemed like a fairy tale come true, until a harrowing public breakdown, fueled by drugs, shattered her career and compelled her to return to her quaint hometown, Willow Falls. Back in her roots, Ness rekindled her connection with her past, reuniting with old friends, and rediscovering her faith, thanks to her supportive father. Little did she anticipate that the townspeople would be so moved by her journey that they decided to create their own film, with Ness as their leading lady. In the midst of this heartfelt tale, comedy, tragedy, and the power of forgiveness enveloped the small-town girl who had been concealed beneath the glamorous facade of a Hollywood starlet.",ness soared stardom glitzy world hollywood adopting persona kara linney life seemed like fairy tale come true harrowing public breakdown fueled drug shattered career compelled return quaint hometown willow fall back root ness rekindled connection past reuniting old friend rediscovering faith thanks supportive father little anticipate townspeople would moved journey decided create film ness leading lady midst heartfelt tale comedy tragedy power forgiveness enveloped smalltown girl concealed beneath glamorous facade hollywood starlet
"Chances Are, You and I","Sol Sikat, burdened by a brain tumor and pessimism, lives resignedly. In contrast, Gabi Sinag, diagnosed with a tumor, exudes optimism and pursues happiness and a normal life.",sol sikat burdened brain tumor pessimism life resignedly contrast gabi sinag diagnosed tumor exudes optimism pursues happiness normal life
Blue Fiddle,"Molly is a ten-year-old girl who believes that if she learns to play the fiddle like her dad and wins the All-Ireland Music championship, her father will wake from his coma.",molly tenyearold girl belief learns play fiddle like dad win allireland music championship father wake coma
Honey Money Phony,"A working girl accidentally incurs a massive debt. She crosses paths with a con man. Amidst lies and deceit, they navigate a tumultuous journey, questioning their paths in life.",working girl accidentally incurs massive debt cross path con man amidst lie deceit navigate tumultuous journey questioning path life
Tide,"Four friends race against the tide in a bay famous for its quicksands, but a lurking threat will aggravate the situation.",four friend race tide bay famous quicksand lurking threat aggravate situation
Horizonte,"Two ghosts, a mother and son, search for the boy's missing father on a physical and spiritual journey through a world ravaged by war. Only through great sacrifice will they mend the fragile bonds that bind them and find redemption.",two ghost mother son search boy missing father physical spiritual journey world ravaged war great sacrifice mend fragile bond bind find redemption
Pekamedalu,"Young married couple from heartlands face ideological divide. Varalaxmi, grounded homemaker values steady income. Laxman, jobless husband seeks shortcuts for entrepreneurial dreams.",young married couple heartland face ideological divide varalaxmi grounded homemaker value steady income laxman jobless husband seek shortcut entrepreneurial dream
The Hotel of My Dream,"Kayoko Nakashima is a rookie novelist who won a new writer's award. Due to harsh criticism from well-respected writer Munenori Higashijuujo, Kayoko was unable to have a spectacular debut or have her novel published. She decides to take revenge on Munenori. Kayoko stays at the Hilltop Hotel in Tokyo and learns that Munenori is staying on the floor above her room. With the help of editor Michio Endo, who was her senior during their university days, she interrupts Munenori's writing and succeeds in making him miss his deadline. However, Kayoko's actions leads to further misfortune and hardship for herself. The fate of Kayoko and Munenori progresses in a direction that no one could have predicted.",kayoko nakashima rookie novelist new writer award due harsh criticism wellrespected writer munenori higashijuujo kayoko unable spectacular debut novel published decides take revenge munenori kayoko stay hilltop hotel tokyo learns munenori staying floor room help editor michio endo senior university day interrupt munenoris writing succeeds making miss deadline however kayokos action lead misfortune hardship fate kayoko munenori progress direction one could predicted
The Last Nightmare Part One,Part One to the epic finale of the H20 story. Sequel to The Haddonfield Nightmare (2021),part one epic finale h story sequel haddonfield nightmare
A Christmas of Wonders,"After years of globetrotting, a travel writer returns to her small hometown for the holidays, where she rediscovers the magic of family traditions and reconnects with an old flame.",year globetrotting travel writer return small hometown holiday rediscovers magic family tradition reconnects old flame
Baba Yaga,"Fed up with the violent corruption in the city, an NYPD cop who loses his partner quits the force to carry out his own brand of vigilante justice.",fed violent corruption city nypd cop loses partner quits force carry brand vigilante justice
Balomania,"In BALOMANIA, a secret society of giant hot air balloon makers in Brazil risk everything to create and fly their illegal masterpieces.",balomania secret society giant hot air balloon maker brazil risk everything create fly illegal masterpiece
Babah,"As Isyak and his daughter Maya face the ups and downs of life, from losing a job to battling illness and the loss of hearing, their strong bond reveals the enduring power of love and family to carry them through the toughest times.",isyak daughter maya face ups down life losing job battling illness loss hearing strong bond reveals enduring power love family carry toughest time
Champions of the Golden Valley,"Afghan youth craft wooden skis to compete in a mountain race uniting rival villages before their country's collapse, showing resilience and community spirit in an unexpected story of hope and triumph.",afghan youth craft wooden ski compete mountain race uniting rival village country collapse showing resilience community spirit unexpected story hope triumph
Halisa,"Sarah, a nurse caring for babies in Haifa, longs for her own child after years of failed fertility treatments. When young mother Anya arrives with baby Eden, they form a bond, filling Sarah's need for family and Anya's need for support.",sarah nurse caring baby haifa longs child year failed fertility treatment young mother anya arrives baby eden form bond filling sarah need family anyas need support
Smart Killer,"A business tycoon family's two brothers Vijay & Arjun Ranawat, who have enemity with a Criminal Don Kabir Chopra. Kabir forcefully wants the partnership in Vijay & Arjun's construction company ""Sharda group of companies"" but Vijay and Arjun don't bow to his demand because after many long-long hardships they have established the company. Both the brothers take the Kabir's challenge and warn him of any foolish attempt. But Kabir underestimates them and he wages a war against them. In the course of this war Vijay's brother Arjun is killed by Kabir's orders being in the Jail. Now Vijay challenges Kabir that before coming out of Jail he should order the wood and Ghee for his pyre because the same day he will have to go to the Shamshaan(cremation ground). Vijay is furious on his brother's death and plans everything so precisely that he successfully completes his challenge and takes his brother's revenge by killing Kabir on the very same day when he comes out of the jail. In front of Kabir's burning pyre Kabir's 14 year old son Raj Chopra takes the vow of finishing Vijay Ranawat's whole family. After about 9-10 years Vijay's sons Suraj & Veer and Arjun's son Akash become young and takes over the business. One day Vijay dies in plane crash and all three brothers run the company successfully. Raj along with a girl Ayesha plans to ruin Vijay Ranawat's family, on the other side Akash also wants to grab Suraj and Veer's property and makes a plan along with his girlfriend Tina to kill his brothers. Ayesha is the daughter of Mukesh, ex-manager of Sharda group of companies who was thrown out of the company on theft charges. According to their plan Ayesha becomes the girlfriend of Suraj to take her revenge, as well as to make Raj Chopra's plan successful. One day Akash plans to kill Suraj and Veer in a club. When Akash is just about to shoot Suraj and Veer some body else kills them. Akash gets the shock of his life. Now somebody starts Black mailing Akash by showing him the video clipping of his aiming to kill Suraj and Veer. Now the real mind game starts Between the blackmailer and Akash. What happens to Akash.... Who is the blackmailer of Akash.... what happens to Raj and Ayesha's planning to ruin Ranawat's family and does Akash succeed in grabbing his brother's property, all these answers we will be getting in the climax of ""Smart Killer"" .",business tycoon family two brother vijay arjun ranawat enemity criminal kabir chopra kabir forcefully want partnership vijay arjuns construction company sharda group company vijay arjun dont bow demand many longlong hardship established company brother take kabirs challenge warn foolish attempt kabir underestimate wage war course war vijays brother arjun killed kabirs order jail vijay challenge kabir coming jail order wood ghee pyre day go shamshaancremation ground vijay furious brother death plan everything precisely successfully completes challenge take brother revenge killing kabir day come jail front kabirs burning pyre kabirs year old son raj chopra take vow finishing vijay ranawats whole family year vijays son suraj veer arjuns son akash become young take business one day vijay dy plane crash three brother run company successfully raj along girl ayesha plan ruin vijay ranawats family side akash also want grab suraj veers property make plan along girlfriend tina kill brother ayesha daughter mukesh exmanager sharda group company thrown company theft charge according plan ayesha becomes girlfriend suraj take revenge well make raj chopras plan successful one day akash plan kill suraj veer club akash shoot suraj veer body else kill akash get shock life somebody start black mailing akash showing video clipping aiming kill suraj veer real mind game start blackmailer akash happens akash blackmailer akash happens raj ayeshas planning ruin ranawats family akash succeed grabbing brother property answer getting climax smart killer
Suffocating Love,"A man believes he has found the love of his life when he meets a girl who seems to be the right kind of quirky. However, when her terrifyingly controlling personality eventually surfaces, he makes a desperate choice.",man belief found love life meet girl seems right kind quirky however terrifyingly controlling personality eventually surface make desperate choice
Aamar Boss,"A heartwarming story about a man juggling work and family, until his mother's unexpected presence at the office quietly transforms the workplace. Inspired by real-life corporate daycare programs.",heartwarming story man juggling work family mother unexpected presence office quietly transforms workplace inspired reallife corporate daycare program
Raghuveer,An important saint among them is Samarth Ramdas Swami. The social work done by him is equally important for today's generation. His journey gradually unfolds in Raghuveer cinema. And we unknowingly bow before a great person.,important saint among samarth ramdas swami social work done equally important today generation journey gradually unfolds raghuveer cinema unknowingly bow great person
The Cursed,"Alice, after divorce, takes on motherhood and cares for her son August. His father's unfulfilled promises trigger August's death, causing his mysticism to spiral into retribution. Alice, believing in reason and right, must protect her son.",alice divorce take motherhood care son august father unfulfilled promise trigger august death causing mysticism spiral retribution alice believing reason right must protect son
The Divided Island,"The 20th of July marks the 50th anniversary of the partition of Cyprus. The Divided Island brings the 'Cyprus problem' back into focus, revealing untold stories and unraveling the intricate history that still reverberates today.",th july mark th anniversary partition cyprus divided island brings cyprus problem back focus revealing untold story unraveling intricate history still reverberates today
Chuck Zito: An American Story,"Follows multi-talented and versatile Chuck Zito: Boxer, martial arts expert, bodyguard, stunt man, actor, and ex-president of the New York Hells Angels club.",follows multitalented versatile chuck zito boxer martial art expert bodyguard stunt man actor expresident new york hell angel club
SUGA: Agust D Tour 'D-DAY' the Movie,"A film of the encore concert by Agust D, also known as SUGA of BTS. Tune in to relive the moments from the concert encompassing his rich musical world and performances, explosive energy, and joint performance.",film encore concert agust also known suga bts tune relive moment concert encompassing rich musical world performance explosive energy joint performance
Aiming High: A Race Against the Limits,A groundbreaking attempt to hold the world's first transnational and highest ski race at the foot of the Matterhorn unravels into a gripping tale of failure and climate struggle.,groundbreaking attempt hold world first transnational highest ski race foot matterhorn unravels gripping tale failure climate struggle
Rosetta Stoned,"Ryan, a reclusive pothead, agrees to get highly functioning autistic classmate Edward high in exchange for homework answers but soon realizes he's in for more than he bargained for when Edward makes advances at friendship. Rosetta Stoned is a micro budget passion project that was filmed entirely in Ann Arbor, MI, on a budget of roughly $30,000. If rated by the MPAA, Rosetta Stoned would be rated R for language, drug use, sexual content, and partial nudity.",ryan reclusive pothead agrees get highly functioning autistic classmate edward high exchange homework answer soon realizes he bargained edward make advance friendship rosetta stoned micro budget passion project filmed entirely ann arbor mi budget roughly rated mpaa rosetta stoned would rated r language drug use sexual content partial nudity
Dead Man,"A man so-called 'figurehead', who makes money out of his name, living as a 'Dead man' after being falsely accused of embezzlement of 100 billion won.",man socalled figurehead make money name living dead man falsely accused embezzlement billion
V dobrém i zlém,Inviting the neighbours to visit gradually takes an unexpected turn and reveals one secret after another. Will it be more about divorce or new erotic experiences?,inviting neighbour visit gradually take unexpected turn reveals one secret another divorce new erotic experience
Camp Blood 9: Bride of Blood,"A group of misfit rockers rents an Airbnb on the way to a festival, with no idea that they've booked an eternal stay in Camp Blood. The Killer Clown is back, and this time he's taking a bride.",group misfit rocker rent airbnb way festival idea theyve booked eternal stay camp blood killer clown back time he taking bride
Vishesham,Set in the background of the densely crowded city of Cochin. A city filled with the advertisements of fertility clinics. Flavoured with humour Vishesham conveys the story of today's world of fertility treatments.,set background densely crowded city cochin city filled advertisement fertility clinic flavoured humour vishesham conveys story today world fertility treatment
As Silence Passes By,"Antonio (30) returns to his home after a long absence. He then discovers that his family is on the brink of falling apart because of his fraternal twin, who suffers from severe back malformation. Now, he is going to have to face him.",antonio return home long absence discovers family brink falling apart fraternal twin suffers severe back malformation going face
Klandestin,"Draws a contemporary portrait of growing xenophobia, not as a political treatise, but rather from the fates and perspectives of four very different individuals.",draw contemporary portrait growing xenophobia political treatise rather fate perspective four different individual
Oscar Wilde About America,Oscar Wilde retraces his 1882 American tour as a present day cross-country roadtrip.,oscar wilde retraces american tour present day crosscountry roadtrip
Ebony Hustle 2: Ballistic Protection,"A female private investigator looks to correct a mistake from the past, before looking toward the future.",female private investigator look correct mistake past looking toward future
Bröderna Andersson,"Sibling relationships are the longest-lasting in life but often not the most cherished. The Andersson brothers grew up in a working-class home in Gothenburg. Roy became an internationally acclaimed filmmaker while Ronny ended up as a homeless man. Kjell became a documentary filmmaker, and Leif lives as a disability pensioner. Johanna Bernhardson makes her feature film debut with a story about how life can turn out so differently despite seemingly similar circumstances. Through the portrayal of her father Leif and her uncles - with alcohol as a common thread - she also tells a tale of inheritance that stretches generations backward (and forward) in time. At the same time, she tries to get the brothers to stop sulking and reunite - before it's too late.",sibling relationship longestlasting life often cherished andersson brother grew workingclass home gothenburg roy became internationally acclaimed filmmaker ronny ended homeless man kjell became documentary filmmaker leif life disability pensioner johanna bernhardson make feature film debut story life turn differently despite seemingly similar circumstance portrayal father leif uncle alcohol common thread also tell tale inheritance stretch generation backward forward time time try get brother stop sulking reunite late
Faithless,"He rebuilt her from memories, but can a machine mend a broken heart? A twisted tale of love, loss, and the echoes of what we've lost.",rebuilt memory machine mend broken heart twisted tale love loss echo weve lost
Rancor,"When a girl witnesses her parents murder, she sets out to find the killer. But she discovers a terrible truth about her past...and her future.",girl witness parent murder set find killer discovers terrible truth pastand future
LasseMajas detektivbyrå - Maskoten som försvann,One by one the competitors of the Valleby Games are injured. The clues lead Lasse and Maja to an old myth about the games' mascot haunting the hall. Will Lasse and Maja find the solution before anyone else gets hurt?,one one competitor valleby game injured clue lead lasse maja old myth game mascot haunting hall lasse maja find solution anyone else get hurt
Golden Opulence: 500 Years of Luxury in Anatolia,"Golden Opulence sheds light on the cultural heritage of Anatolia, cradle of civilizations, and the magical interaction between east and west, reveals the depth of luxury heritage in Turkey, its influence extending from Anatolia to Europe.",golden opulence shed light cultural heritage anatolia cradle civilization magical interaction east west reveals depth luxury heritage turkey influence extending anatolia europe
The Lamb,"In the wake of his mother's death, a determined young boy sets out across the vast Arabian desert, a quest that will challenge his broken family and ancient traditions, all to protect the thing he holds most dear in the world - an orphaned lamb.",wake mother death determined young boy set across vast arabian desert quest challenge broken family ancient tradition protect thing hold dear world orphaned lamb
That Kind of Love,"Two imperfect people, a love coach and a conceited executive, strike a deal where she must find him a match. As they learn about each other, love blossoms between them unknowingly.",two imperfect people love coach conceited executive strike deal must find match learn love blossom unknowingly
Satya,"Sathya, from humble roots, attends elite school; faces classism but bonds with Parvathi. Overcomes language barriers, excels academically with family's support, showcasing resilience and education's ability to bridge societal divides.",sathya humble root attends elite school face classism bond parvathi overcomes language barrier excels academically family support showcasing resilience education ability bridge societal divide
Dünya Varmis,"Dunya Varmis begins 24 hours before a deadly pandemic threatens to wipe out all life on Earth. A secret organization known as ""The Ancients,"" possessing knowledge of future events, constructs a hidden sanctuary for a select group of individuals to survive the impending apocalypse. As the chosen ones gather in the sanctuary, disguised as a luxurious hotel, they face days filled with suspense, intrigue, and unexpected revelations.",dunya varmis begin hour deadly pandemic threatens wipe life earth secret organization known ancient possessing knowledge future event construct hidden sanctuary select group individual survive impending apocalypse chosen one gather sanctuary disguised luxurious hotel face day filled suspense intrigue unexpected revelation
Second Chance,"After experiencing the first major trauma of her young life, Nia retreats to her family summer home in the Himalayas where time, nature and unlikely friendships help her heal.",experiencing first major trauma young life nia retreat family summer home himalaya time nature unlikely friendship help heal
How to Make Her Leave,"A hopeless romantic scarred by a string of unfaithful partners, finally finds 'the one.' But when doubts creep in about his fiancée's fidelity, his bid to protect love spirals into a comedic and chaotic battle with his own insecurities.",hopeless romantic scarred string unfaithful partner finally find one doubt creep fiance fidelity bid protect love spiral comedic chaotic battle insecurity
Udan Chhoo,"Udan Chhoo is a Gujarati Movie starring Deven Bhojani, Prachee Shah Paandya, Aarohi and Aarjav Trivedi in prominent roles.",udan chhoo gujarati movie starring deven bhojani prachee shah paandya aarohi aarjav trivedi prominent role
Settlement,"Follows a group of friends who create a fun, entertainment-filled club with the goal of ""settlement."" As the plot unfolds, the true meaning and purpose behind the group's mission are revealed.",follows group friend create fun entertainmentfilled club goal settlement plot unfolds true meaning purpose behind group mission revealed
El Sobreviviente Elizalde,"In the early morning of November 25, 2008, Mexican singer Valentín Elizalde Valencia was executed after leaving a performance. Fausto Castro Elizalde, cousin of the singer and only survivor of the attack, tells us what happened that night.",early morning november mexican singer valentn elizalde valencia executed leaving performance fausto castro elizalde cousin singer survivor attack tell u happened night
Iron Fighter,"Champion fighter Claudio last bout is interrupted when criminal boss Alpha, seeking the prize money, takes Claudio's wife and daughter hostage. Learning Alpha killed his first wife, confronts the organization to avenge his loss.",champion fighter claudio last bout interrupted criminal bos alpha seeking prize money take claudios wife daughter hostage learning alpha killed first wife confronts organization avenge loss
The Only Ones,"A group of friends' plans unravel when a string of misfortunes spirals into bloodshed. Trust crumbles as the survivors are forced to confront harrowing the truth that sometimes, the deadliest threats come from within.",group friend plan unravel string misfortune spiral bloodshed trust crumbles survivor forced confront harrowing truth sometimes deadliest threat come within
The Final: Attack on Wembley,A dramatic England penalty defeat to Italy and chaos as thousands of un-ticketed fans attempted to storm Wembley Stadium.,dramatic england penalty defeat italy chaos thousand unticketed fan attempted storm wembley stadium
Faruk,"A filmmaker daughter documents the imminent demolition of her father Faruk's apartment building in Istanbul. Faruk, who is over 90, increasingly becomes the protagonist.",filmmaker daughter document imminent demolition father faruks apartment building istanbul faruk increasingly becomes protagonist
Deep Fridge,"Swarnava and Mili, divorced five years, spend a night reflecting. Divided into Ice Cube, Melting Point, and Defrost, the story explores their emotional journey. The ""Deep Fridge"" symbolizes their buried feelings and ongoing struggles.",swarnava mili divorced five year spend night reflecting divided ice cube melting point defrost story explores emotional journey deep fridge symbolizes buried feeling ongoing struggle
No Hamburg No Beatles,Looks at the story of the Beatles before they were famous and how they learned their trade in the fleshpots of postwar Hamburg from 1960 to 1962.,look story beatles famous learned trade fleshpots postwar hamburg
Wild Agent 2: Peach Assassination,"The TNT crime syndicate kidnaps Fang Li, an AI expert, to achieve their goal of infiltrating the global financial system. His wife, Yamei, a reclusive former ATO agent, rejoins the organization to rescue her husband. The syndicate's leader, Sollie, uses the cold-blooded killer Mi Tao to pursue Yamei and thwart her rescue. Yamei successfully overcomes several obstacles to rescue her husband, captures the killer Mi Tao, and brings him to justice.",tnt crime syndicate kidnaps fang li ai expert achieve goal infiltrating global financial system wife yamei reclusive former ato agent rejoins organization rescue husband syndicate leader sollie us coldblooded killer mi tao pursue yamei thwart rescue yamei successfully overcomes several obstacle rescue husband capture killer mi tao brings justice
Karkhanu,"Three carpenters trapped in a haunted factory on Kalichaudash must burn a possessed girl's anklets, only to reveal the entire spooky tale was filmed in a single take with hilarious behind-the-scenes chaos.",three carpenter trapped haunted factory kalichaudash must burn possessed girl anklet reveal entire spooky tale filmed single take hilarious behindthescenes chaos
The Diary of West Bengal,Centred around the illegal influx of Rohingya Muslims and Bangladeshis extremist communities in the state and how the settlement of the Rohingyas and Bangladeshi infiltrators is being facilitated by the state government.,centred around illegal influx rohingya muslim bangladeshi extremist community state settlement rohingyas bangladeshi infiltrator facilitated state government
"Die, Daisy, Die!","Daisy Derkins aspires to open a new comic book store, and her efforts are complicated by the appearance of some strange new neighbors. These neighbors are actually shapeshifting lizard people from the center of the Earth who have come to the surface world to create a dating app in order to enslave human women and save their own species from extinction. Time travel, an escaped serial killer, an evil wizard, psychic pterodactyls, and more await our hero Daisy in this jam packed sci-fi/horror/comedy adventure. .",daisy derkins aspires open new comic book store effort complicated appearance strange new neighbor neighbor actually shapeshifting lizard people center earth come surface world create dating app order enslave human woman save specie extinction time travel escaped serial killer evil wizard psychic pterodactyl await hero daisy jam packed scifihorrorcomedy adventure
Norita,"During Argentina's brutal Videla dictatorship, thousands vanished. When Nora Cortinas' son was taken, she led protests at Plaza de Mayo that helped end the regime. Today, despite family costs, she continues fighting for justice.",argentina brutal videla dictatorship thousand vanished nora cortina son taken led protest plaza de mayo helped end regime today despite family cost continues fighting justice
The Shepherd Code,"Alex Lapierre, a professional assassin, is tasked by his boss, Lewis, to protect an African minister's daughter from imminent kidnapping.",alex lapierre professional assassin tasked bos lewis protect african minister daughter imminent kidnapping
Fights Break Sphere 3,"The film tells the story of Xiao Yan's struggle to rescue his friends and avenge his mother, and how he survives all the hardships, rises from the ashes, and returns with strength.",film tell story xiao yans struggle rescue friend avenge mother survives hardship rise ash return strength
Murderfest,Five live streaming serial killers compete against each other as they stalk and slash their way through a group of unsuspecting victims for the twisted pleasure of their dark web audience.,five live streaming serial killer compete stalk slash way group unsuspecting victim twisted pleasure dark web audience
Kuch Khattaa Ho Jaay,"Heer and Iraa are in love, to escape familial pressure, they decide to tie the knot with Heer pledging to support Iraa's IAS aspirations. However, a misunderstanding leads both families to believe that they're expecting a child.",heer iraa love escape familial pressure decide tie knot heer pledging support iraas ia aspiration however misunderstanding lead family believe theyre expecting child
Yek Number,Politically confused Pratap undertakes an unconventional task to win Pinky's affection. His subsequent experiences guide him toward self-discovery and finding a life's purpose.,politically confused pratap undertakes unconventional task win pinky affection subsequent experience guide toward selfdiscovery finding life purpose
The Notorious Finster,"A journalist who writes about a notorious serial killer, Finster, leaves the city for a more peaceful life but soon learns violence has no boundaries.",journalist writes notorious serial killer finster leaf city peaceful life soon learns violence boundary
Neo-Dome,"In a post economic collapse America, a woman travels alone towards the promise of a Utopian dome on the horizon. When she negotiates a ride with strangers, we learn - trust no one on the road to the Neo-Dome.",post economic collapse america woman travel alone towards promise utopian dome horizon negotiates ride stranger learn trust one road neodome
The Flamenco Guitar of Yerai Cortés,"La guitarra flamenca de Yerai Cortés is a story that combines the power of music with the weight of a family secret that must come to light. Starring Yerai Cortés himself, the plot explores themes of passion, love and forgiveness as the protagonist confronts the hidden truths of his family. Wrapped in a unique musical experience, this story not only highlights the power of flamenco as a means of expression, but also addresses Yerai's internal conflict.",la guitarra flamenca de yerai corts story combine power music weight family secret must come light starring yerai corts plot explores theme passion love forgiveness protagonist confronts hidden truth family wrapped unique musical experience story highlight power flamenco mean expression also address yerais internal conflict
S/He Is Still Her/e: The Official Genesis P-Orridge Documentary,"Showcases an introduction, conversation and goodbye to Genesis P-Orridge, who left a legacy on the worlds of music, performance, art, religion and the occult.",showcase introduction conversation goodbye genesis porridge left legacy world music performance art religion occult
Theppa Samudram,"Missing schoolgirls in Theppa Samudram village. SI Ganesh investigates, suspecting his father's involvement in the disappearances",missing schoolgirl theppa samudram village si ganesh investigates suspecting father involvement disappearance
Døde menn går på ski,"A billionaire invites a failed writer, a misogynistic psychiatrist, a cocaine-sniffing children's TV star, and a psychotic journalist to a haunted cabin for Easter. A thrilling detective game turns deadly when one is found beheaded. Trapped by a snowstorm, they are forced expose the murderer among them, before it is too late. Based on Knut Nærums bestseller.",billionaire invite failed writer misogynistic psychiatrist cocainesniffing childrens tv star psychotic journalist haunted cabin easter thrilling detective game turn deadly one found beheaded trapped snowstorm forced expose murderer among late based knut nrums bestseller
Fidan,"13-year-old Fidan gets accepted to a renowned high school away from home. However, it is not easy for Fidan to leave her younger brother and father who is lost in the shadow of sad events.",yearold fidan get accepted renowned high school away home however easy fidan leave younger brother father lost shadow sad event
The Yorkie Werewolf,A rebellious teen witch is turned into a tiny werewolf and thrown into the middle of a decades-old war between one small town's creatures of the night - and the local mafia.,rebellious teen witch turned tiny werewolf thrown middle decadesold war one small town creature night local mafia
Derûn,"Marife is a woman in her sixties living in isolation in the Black Sea region, the protagonist of a 40-year self-imposed exile from humanity. Her solitary existence is a consequence of a great love and heartbreak she experienced in her youth.",marife woman sixty living isolation black sea region protagonist year selfimposed exile humanity solitary existence consequence great love heartbreak experienced youth
Heart of the Man,"A coming-of-age drama that follows the story of Chris Wundurra, a rising amateur boxer torn between pleasing his father and following his heart.",comingofage drama follows story chris wundurra rising amateur boxer torn pleasing father following heart
